28
0.28125 0.0390625
0.671875 -0.4140625
0.609375 -0.6875
0.046875 -0.84375
-0.4921875 -1.1328125
-0.0859375 -1.328125
0.40625 -1.2421875
0.5234375 -1.0234375
1.0546875 -0.90625
1.53125 -0.8359375
1.6796875 -0.6015625
1.6171875 -0.4296875
1.2890625 -0.4296875
1.1640625 -0.6953125
1.0078125 -0.546875
1.3046875 -0.0078125
2.203125 -0.2421875
2.0390625 -0.890625
2.4375 -0.7265625
2.390625 -0.1171875
2.1015625 0.015625
2.640625 0.2578125
2.2734375 0.546875
1.7578125 0.3515625
1.703125 0.1953125
1.1015625 0.4375
0.7578125 0.125
0.25 0.265625
